category,id,rule,code,motsam,title,updated,heading,dimensions,colours,files,local
Regulatory,798,R2-6.1,RP6V,none,"""Stop On Red Signal"" variable",26 January 2017,,a : 1200 b : 1000 c : 30 d : 100 Text : 200D,Legend : yellow (lit) or white (lit) Background : black (unlit) Border : red,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RP6V-Stop-on-red-signal-variable.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RP6V-Stop-on-red-signal-variable-nolabels.gif,Original EPS/Regulatory/RP6V-Stop-on-red-signal-variable.eps | Original EPS/Regulatory/RP6V-Stop-on-red-signal-variable-nolabels.gif
Regulatory,808,"R4-4, 5 or 6",RL3V,none,"Arrow variable S, L or R and X",12 January 2017,,a : 265 b : 40 c : 265 d : 40,"Legend green (lit), yellow (lit) or white (lit) or red (lit) Background none Border none",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3V-Arrows-and-cross.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3V-Arrows-and-cross-nolabels.gif,Original EPS/Regulatory/RL3V-Arrows-and-cross.eps | Original EPS/Regulatory/RL3V-Arrows-and-cross-nolabels.gif
Regulatory,822,R5-10,RJ53,RH-6,Axle limit,31 January 2017,,a : 1000 b : 750 r : 60 c : 10 d : 25 e : 75 1st line : 100B 2nd line : 100C 3rd line : Numerals 150C 3rd line : kg Transport D Med x = 75,Border : red (R) Background : white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ53-Axle-limit.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ53-Axle-limit-no-labels.gif,Original EPS/Regulatory/RJ53-Axle-limit.eps | Original EPS/Regulatory/RJ53-Axle-limit-no-labels.gif
Regulatory,801,R3-14,RPB,none,Barrier arm (used in conjunction with RPX1 assembly),26 January 2017,,a : Width varied to suit roadway being controlled b : 50 FRONT alternating vertical bands c : red 280 wide d : white 180 wide REVERSE at least 3 rectangles equally spaced across arm e : 280 wide # : spacing equal between red rectangles,Legend : red (R) and white (R) Background : white Border : none,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RPB-Barrier-arm.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RPB-Barrier-arm-nolabels.gif,Original EPS/Regulatory/RPB-Barrier-arm.eps | Original EPS/Regulatory/RPB-Barrier-arm-nolabels.gif
Regulatory,1248,R1-9.1,RS63,none,Beach 60km / 30km,15 November 2023,,a: 800 b: 1620 c: 1350 d: 250 e: 730 f: 600 g: 540 h: 400 i: 242 j: 137 k: 180 l: 212 m: 100 n: 45 o: 20 p: 10 q: 50 r: 80 r2: 50 s: 30 t: 75 Text: Series D 100 Numerals: 60 200 Numerals: 30 135,Regulatory sign Background: white (R) Border and Roundel: red (R) Legend: black Supplementary warning signs Background: yellow/green (RF) Legend: black Border: black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R1-9.2-R1-Beach-English-Series-D.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R1-9.2-R1-Beach-English-Series-D-non-labelled.gif,Original EPS/Regulatory/R1-9.2-R1-Beach-English-Series-D.eps
Regulatory,813,R4-7.2,RLB3,none,"Bus lane, single peak period",26 January 2017,,a : 600 b : 600 r : 60 c : 10 d : 15 Symbol w x h 465x160 e : 32 Type LINE 1 120D Type HOURS 80E Type MINS 40E Type AM PM 30E Type DAYS 40E,Legend : black Background : white (R) Border : red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RLB3-Bus-lane-single-peak-period.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RLB3-Bus-lane-single-peak-period-nolabels.gif,Original EPS/Regulatory/RLB3-Bus-lane-single-peak-period.eps | Original EPS/Regulatory/RLB3-Bus-lane-single-peak-period-nolabels.gif
Regulatory,814,R4-7.3,RLB4,none,"Bus lane, two periods same days",12 July 2023,,a : 600 b : 750 r : 60 c : 10 d : 15 Symbol w x h 465x160 e : 30 Type LINE 1 120D Type HOURS 80E Type MINS 40E Type AM PM 30E Type DAYS 40E,Legend : black Background : white (R) Border : red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RLB4-Bus-lane-2-periods-same-days.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RLB4-Bus-lane-2-periods-same-days-non-labelled.gif,Original EPS/Regulatory/RLB4-Bus-lane-2-periods-same-days.eps
Regulatory,834,R5-7.2,RJI1,none,Class I until `Date`,27 January 2017,,a : 275 b : 512 c : 25 Symbol CLASS 1 diameter 250 TYPE 50A,"Border : none Background : white (R) Legend : white (R) , red and black",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJI1-Class-1-until-date.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJI1-Class-1-until-date-nolabels.gif,Original EPS/Regulatory/RJI1-Class-1-until-date.eps | Original EPS/Regulatory/RJI1-Class-1-until-date-nolabels.gif
Regulatory,804,R4-5,RL3L,none,Diagonal arrow left (generally lit),12 January 2017,,a : 300 b : 300 c : 265 d : 40,Legend yellow (lit) or white (lit) Background black (unlit) Border none,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3L-Diag-arrow-left.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3L-Diag-arrow-left-nolabels.gif,Original EPS/Regulatory/RL3L-Diag-arrow-left.eps | Original EPS/Regulatory/RL3L-Diag-arrow-left-nolabels.gif
Regulatory,806,R4-5,RL3R,none,Diagonal arrow right (generally lit),12 January 2017,,a : 300 b : 300 c : 265 d : 40,Legend yellow (lit) or white (lit) Background black (unlit) Border none,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3R-Diag-arrow-right.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3R-Diag-arrow-right-nolabels.gif,Original EPS/Regulatory/RL3R-Diag-arrow-right.eps | Original EPS/Regulatory/RL3R-Diag-arrow-right-nolabels.gif
Regulatory,805,R4-6,RL3N,none,Diagonal cross (generally lit),12 January 2017,,a : 300 b : 300 c : 265 d : 40,Legend : red (lit) Background : black (unlit) Border : none,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3N-Diag-cross.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3N-Diag-cross-nolabels.gif,Original EPS/Regulatory/RL3N-Diag-cross.eps | Original EPS/Regulatory/RL3N-Diag-cross-nolabels.gif
Regulatory,807,R4-4,RL3S,none,Downward facing arrow (generally lit),12 January 2017,,a : 300 b : 300 c : 265 d : 40,Legend : green (lit) Background : black (unlit) Border : none,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3S-Down-arrow.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL3S-Down-arrow-nolabels.gif,Original EPS/Regulatory/RL3S-Down-arrow.eps | Original EPS/Regulatory/RL3S-Down-arrow-nolabels.gif
Regulatory,810,R4-12.1,RL52,none,Emergency Stopping Lane - specified time,26 January 2017,,a : 1500 b : 1100 r : 80 c : 10 d : 30 Legend : 160D Legend : minutes am/pm 80D e : 70,Legend : black Background : white (R) Border : red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL52-Emergency-stopping-lane-specified-time.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RL52-Emergency-stopping-lane-specified-time-nolabels.gif,Original EPS/Regulatory/RL52-Emergency-stopping-lane-specified-time.eps | Original EPS/Regulatory/RL52-Emergency-stopping-lane-specified-time-nolabels.gif
Regulatory,835,R7-10,RB1,none,General regulatory,26 January 2017,,a : 600 b : 600 r : 60 c : 10 d : 15 e : 50 Type : 100C,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RB1-General-regulatory.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RB1-General-regulatory-nolabels.gif,Original EPS/Regulatory/RB1-General-regulatory.eps | Original EPS/Regulatory/RB1-General-regulatory-nolabels.gif
Regulatory,836,R7-10.1,RB2,none,General regulatory – variable [messages subject to RCA protocol],26 January 2017,,a : To suit message requirements 1930 b : To suit message requirements 1070 c : 25 d : 100 Type : 200D,Border : red (lit) or red (R) Background : black Legend : yellow (lit) or white (lit),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RB2-General-regulatory-variable.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RB2-General-regulatory-variable-nolabels.gif,Original EPS/Regulatory/RB2-General-regulatory-variable.eps | Original EPS/Regulatory/RB2-General-regulatory-variable-nolabels.gif
Regulatory,637,none,RG51,RP-3.4,General supplementary days `Mon-Fri`,14 January 2021,,a : 400 b : 200 r : 50 c : 15 d : 10 Legend : NZ Transport medium `x` height 40 mm,Background reflectorised white Border reflectorised red Legend black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/r07-07-01.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/r07-07-01-nolabels.gif,Original EPS/Regulatory/r07-07-01.eps | Original EPS/Regulatory/r07-07-01-nolabels.gif
Regulatory,797,None,RP2F,None,Give Way (RP2 or RP21) fluorescent backing board,17 February 2017,,a : 1260 b : 1075 r : 100 c : 355 d : 150 e : 10 f : 65 g : 865,Legend : black Background : reflectorised white and yellow (RF) Border : reflectorised red,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RP2F-Give-way-fluoro.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RP2F-Give-way-fluoro-nolabels.gif,Original EPS/Regulatory/RP2F-Give-way-fluoro.eps | Original EPS/Regulatory/RP2F-Give-way-fluoro-nolabels.gif
Regulatory,761,R2-2.4,RP74,none,Give Way - supplementary - left turning traffic,27 September 2024,,a 900 b 800 r 60 c 75 d 20 e 10 Legend 150C,Background: white (R) Border: red (R) Legend: red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R2-Give-Way-Left-Turning-Traffic-02-02-03.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R2-Give-Way-Left-Turning-Traffic-02-02-03-nolabels.gif,Original EPS/Regulatory/R2-Give-Way-Left-Turning-Traffic-02-02-03.eps | Original EPS/Regulatory/R2-Give-Way-Left-Turning-Traffic-02-02-03-nolabels.gif
Regulatory,762,R2-3.1,none,none,Give-way roundabout,12 January 2017,,"a 1200 b : Legend R2-3 sign 65 c : Legend arrows SHAFT 37 Legend ""GIVE WAY"" 150B","Background: black Legend R2-3 sign Edge line of triangle red Legend arrows yellow (lit) or white (lit) Legend ""GIVE WAY"" yellow (lit) or white (lit)",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R2-Give-Way-Roundabout-02-03.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R2-Give-Way-Roundabout-02-03-nolabels.gif,Original EPS/Regulatory/R2-Give-Way-Roundabout-02-03.eps | Original EPS/Regulatory/R2-Give-Way-Roundabout-02-03-nolabels.gif
Regulatory,1245,R1-5.2.1,RS52.1,none,Green Threshold option A rural/urban,15 November 2023,,a: 1800 b: 2550 r: 150 c: 1200 d: 150 e: 100 f: 210 g: 40 h: 40 WELCOME TO 100D LOCALITY 160 E Mod,"Legend: black, red (R) and white (R) Background: green or blue (R) Border: white (R)",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS52-Green-Threshold-option-A-rural-urban-v2.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS52-Green-Threshold-option-A-rural-urban-non-labelled.gif,Original EPS/Regulatory/RS52-Green-Threshold-option-A-rural-urban-v2.eps
Regulatory,823,R5-9,RJH1,RH-4,"Heavy vehicle bridge limit, 1 panel",14 December 2016,,a : 900 b : 600 r : 60 c : 10 d : 25 e : 50 Type LINE 1 & 2 100B Type LINE 3 75D Type LINE 3 'kg' Transport D Med 100 (x height = 50),Border red (R) Background white (R) Legend Black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJH1-Heavy-vehicle-bridge-limit-1.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJH1-Heavy-vehicle-bridge-limit-1-no-labels.gif,Original EPS/Regulatory/RJH1-Heavy-vehicle-bridge-limit-1.eps | Original EPS/Regulatory/RJH1-Heavy-vehicle-bridge-limit-1-no-labels.gif
Regulatory,824,R5-9,RJH2,RH-4,"Heavy vehicle bridge limit, 2 panels",14 December 2016,,a : 900 b : 750 r : 60 c : 10 d : 25 e : 50 OPTION 1 Type LINE 1 & 2 100B Type LINE 3 75D Type LINE 3 'kg' Transport D Med 100 (x height = 50) Type LINE 4 'GROSS' 70D Type LINE 4 '70 OF CLASS 1' 70B Type LINE 4 '%' Transport D Med 70 (x height = 35) OPTION 2 Type LINE 1 & 2 100B Type LINE 3 75D Type LINE 3 'kg' Transport D Med 100 (x height = 50) Type LINE 4 'GROSS 4600' 75D Type LINE 4 'KG' Trans,Border red (R) Background white (R) Legend Black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJH2-Heavy-vehicle-bridge-limit-2.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJH2-Heavy-vehicle-bridge-limit-2-no-labels.gif,Original EPS/Regulatory/RJH2-Heavy-vehicle-bridge-limit-2.eps | Original EPS/Regulatory/RJH2-Heavy-vehicle-bridge-limit-2-no-labels.gif
Regulatory,825,R5-9,RJH3,RH-4,"Heavy vehicle bridge limit, 3 panels",9 December 2016,,a : 900 b : 900 r : 60 c : 10 d : 25 e : 50 Type LINE 1 & 2 100B Type LINE 3 75D Type LINE 3 'kg' Transport D Med 100 (x height = 50) Type LINE 4 'GROSS' 70D Type LINE 4 '70 OF CLASS 1' 70B Type LINE 4 '%' Transport D Med 70 (x height = 35) Type LINE 5 'SPEED 70' 75D Type LINE 5 'km/h' Transport D Med 100 (x height = 50),Border red (R) Background white (R) Legend Black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJH3-Heavy-vehicle-bridge-limit-3.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJH3-Heavy-vehicle-bridge-limit-3-no-labels.gif,Original EPS/Regulatory/RJH3-Heavy-vehicle-bridge-limit-3.eps | Original EPS/Regulatory/RJH3-Heavy-vehicle-bridge-limit-3-no-labels.gif
Regulatory,1231,R5-9.1,RJH4,none,"Heavy vehicle bridge limit, axle sets",8 November 2023,,a: 1200 b: 1050 r: 80 c: 10 d: 25 e: 50 f: 100 Type LINE 1 and 2: 100B Type LINE 3: 75D Type LINE 3 'T': Transport Med (x height = 50),Legend: black Background: White (R) Border: Red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v5.1-Heavy-vehicle-bridge-limit-axle-sets.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v5.1-Heavy-vehicle-bridge-limit-axle-sets-non-labelled.gif,Original EPS/Regulatory/R5-9-v5.1-Heavy-vehicle-bridge-limit-axle-sets.eps
Regulatory,1234,R5-9.3B,RJH7,none,"Heavy vehicle bridge limit, combined limit restriction horizontal Option B",8 November 2023,,"a: 2800 b: 1300 r: 100 c: 10 d: 25 e: 50 f: 100 Type LINE 1 100B Type LINE 2, 3 and 8 75D Type LINE 4 to 7, 2 columns [number of axles and gross weight] 75D Type LINE 4 to 8 'T' or ‘km/h’ Transport Med (x height = 50)",Legend black Background White (R) Border Red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v2.3-Heavy-vehicle-bridge-limit-Horizontal-B.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9.3-Heavy-vehicle-bridge-limit-Horizontal-B-non-labelled.gif,Original EPS/Regulatory/R5-9-v2.3-Heavy-vehicle-bridge-limit-Horizontal-B.eps
Regulatory,1233,R5-9.3,RJH6,none,"Heavy vehicle bridge limit, combined limit restriction, vertical Option A",8 November 2023,,"a: 1650 b: 1950 r: 100 c: 10 d: 25 e: 50 f: 100 Type LINE 1 100B Type LINE 2, 7, 8 and 13 75D Type LINE 3 to 6 and 9 to 12, 2 columns [number of axles and gross weight] 75D Type LINE 3 to 6 and 9 to 12 'T' including LINE 13 'km/h' Transport Med (x height = 50)",Legend black Background White (R) Border Red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v2.3-Heavy-vehicle-bridge-limit-Vertical-A.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v2.3-Heavy-vehicle-bridge-limit-Vertical-A-non-labelled.gif,Original EPS/Regulatory/R5-9-v2.3-Heavy-vehicle-bridge-limit-Vertical-A.eps
Regulatory,1232,R5-9.2,RJH5,none,"Heavy vehicle bridge limit, number of axles and gross weight",8 November 2023,,a: 1650 b: 1200 height to fit text r: 100 c: 10 d: 25 e: 50 f: 470 Type LINE 1 and 2 100B Type LINE 3 75D Type LINE 4 to 7 ‘ 2 columns [number of axles and gross weight]' 75D Type LINE 4 to 7 'T' Transport Med 100 (x height = 50),Legend black Background White (R) Border Red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v3.2-Heavy-vehicle-bridge-limit-axles-gross-weight.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R5-9-v3.2-Heavy-vehicle-bridge-limit-axles-gross-weight-non-labelled.gif,Original EPS/Regulatory/R5-9-v3.2-Heavy-vehicle-bridge-limit-axles-gross-weight.eps
Regulatory,815,R4-10,RLC1,none,Heavy vehicle lane [truck symbol],26 January 2017,,a : 600 b : 600 r : 60 c : 10 d : 15 Type 120D e : 90 symbol truck wxh 320 x 160,Legend : black Background : white (R) Border : red (R),https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RLC1-Heavy-vehicle-lane.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RLC1-Heavy-vehicle-lane-nolabels.gif,Original EPS/Regulatory/RLC1-Heavy-vehicle-lane.eps | Original EPS/Regulatory/RLC1-Heavy-vehicle-lane-nolabels.gif
Regulatory,793,R1-5.4,RS54,none,Motorway begins threshold,30 September 2021,,a : 1200 b : 1600 r : 110 c : 600 d : 100 e : 20 f : 60 g : 310 Symbols R5-2 No pedestrians and R5-1 No cycling TEXT 120C,"Legend : black, red (R) and white (R) Background : green (R) Border : white (R) 30mm",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS5-Motorway-begins-threshold.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS5-Motorway-begins-threshold-nolabels.gif,Original EPS/Regulatory/RS5-Motorway-begins-threshold.eps | Original EPS/Regulatory/RS5-Motorway-begins-threshold-nolabels.gif
Regulatory,792,R1-5.3,RS53,none,Motorway ends threshold,30 September 2021,,a : 900 b : 1200 r : 80 c : 600 d : 100 e : 20 f : 60 TEXT 120C,"Legend : black, red (R) and white (R) Background : green (R) Border : white ® 30mm",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS5-Motorway-ends-threshold.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS5-Motorway-ends-threshold-nolabels.gif,Original EPS/Regulatory/RS5-Motorway-ends-threshold.eps | Original EPS/Regulatory/RS5-Motorway-ends-threshold-nolabels.gif
Regulatory,1163,R1-5.6,RS56,None,Motorway or Expressway Threshold,5 October 2017,,"a 900 mm 1200 mm 1500 mm 1800 mm b 1200 mm 1500 mm 1800 mm 2400 mm c 25 mm 30 mm 40 mm 50 mm r 80 mm 100 mm 120 mm 150 mm d 600 mm 750 mm 900 mm 1200 mm e 20 mm 25 mm 30 mm 40 mm Speed limit sign details As for RS1, RS2 or RS4 signs As for RS1, RS2 or RS4 signs As for RS1, RS2 or RS4 signs As for RS1, RS2 or RS4 signs “Waikato” 120 mm series D 150 mm series D 180 mm series D 240 mm series D “Expre","Background: Reflectorised green Border: Reflectorised white Speed limit sign: Reflectorised white, reflectorised red and black Text: Reflectorised white",https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS56-Waikato-Expressway-Threshold.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RS56-Waikato-Expressway-Threshold-no-labels.gif,Original EPS/Regulatory/RS56-Waikato-Expressway-Threshold.eps | Original EPS/Regulatory/RS56-Waikato-Expressway-Threshold-no-labels.gif
Regulatory,827,R5-12,RJ72,none,No campervan waste,14 December 2016,,a : 400 600 b : 50 75 c : 35 50 Campervan Waste Symbol w x h 200 x 200 300 x 300,Border : red (R) Background: white (R) Legend : red (R) and black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ72-No-campervan-waste.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ72-No-campervan-waste-nolabels.gif,Original EPS/Regulatory/RJ72-No-campervan-waste.eps | Original EPS/Regulatory/RJ72-No-campervan-waste-nolabels.gif
Regulatory,826,R5-11,RJ71,none,No camping,27 January 2017,,a : 600 b : 800 r : 60 c : 10 d : 30 e : 20 f : 40 g : circle diamteter 400 h : circle border 50 I : diagonal bar on circle 35 Type Transport D Medium x = 50 Camping & Campervan Symbol w x h 240 x 300,Border : red (R) Background: white (R) Legend : red (R) and black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ71-No-camping.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ71-No-camping-nolabels.gif,Original EPS/Regulatory/RJ71-No-camping.eps | Original EPS/Regulatory/RJ71-No-camping-nolabels.gif
Regulatory,828,R5-13A,RJ81,none,No cruising zone,27 January 2017,,a : 600 b : 600 r : 60 c : 10 d : 15 e : 50 Type : 100C,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ81-No-cruising-zone.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ81-No-cruising-zone-nolabels.gif,Original EPS/Regulatory/RJ81-No-cruising-zone.eps | Original EPS/Regulatory/RJ81-No-cruising-zone-nolabels.gif
Regulatory,829,R5-13.1A,RJ82,none,No cruising zone begins,27 January 2017,,a : 600 b : 700 r : 60 c : 10 d : 15 e : 50 Type : 100C,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ82-No-cruising-zone-begins.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ82-No-cruising-zone-begins-nolabels.gif,Original EPS/Regulatory/RJ82-No-cruising-zone-begins.eps | Original EPS/Regulatory/RJ82-No-cruising-zone-begins-nolabels.gif
Regulatory,832,R5-13.1B,RJ85,none,No cruising zone begins with time period,27 January 2017,,a : 600 b : 800 r : 60 c : 10 d : 15 e : 50 Type : 100C Numerals (Time) : Transport D Medium x = 32.5,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ85-No-cruising-zone-begins-with-time-period.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ85-No-cruising-zone-begins-with-time-period-nolabels.gif,Original EPS/Regulatory/RJ85-No-cruising-zone-begins-with-time-period.eps | Original EPS/Regulatory/RJ85-No-cruising-zone-begins-with-time-period-nolabels.gif
Regulatory,830,R5-13.2A,RJ83,none,No cruising zone ends,27 January 2017,,a : 600 b : 700 r : 60 c : 10 d : 15 e : 50 Type : 100C,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ83-No-cruising-zone-ends.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ83-No-cruising-zone-ends-nolabels.gif,Original EPS/Regulatory/RJ83-No-cruising-zone-ends.eps | Original EPS/Regulatory/RJ83-No-cruising-zone-ends-nolabels.gif
Regulatory,833,R5-13.2B,RJ86,none,No cruising zone ends with time period,27 January 2017,,a : 600 b : 800 r : 60 c : 10 d : 15 e : 50 Type : 100C Numerals (Time) : Transport D Medium x = 32.5,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ86-No-cruising-zone-ends-with-time-period.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ86-No-cruising-zone-ends-with-time-period-nolabels.gif,Original EPS/Regulatory/RJ86-No-cruising-zone-ends-with-time-period.eps | Original EPS/Regulatory/RJ86-No-cruising-zone-ends-with-time-period-nolabels.gif
Regulatory,831,R5-13B,RJ84,none,No cruising zone with time period,27 January 2017,,a : 600 b : 700 r : 60 c : 10 d : 15 e : 50 Type : 100C Numerals (Time) : Transport D Medium x = 32.5,Border : red (R) Background: white (R) Legend : black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ84-No-cruising-zone-with-time-period.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/RJ84-No-cruising-zone-with-time-period-nolabels.gif,Original EPS/Regulatory/RJ84-No-cruising-zone-with-time-period.eps | Original EPS/Regulatory/RJ84-No-cruising-zone-with-time-period-nolabels.gif
Regulatory,1249,R1-9.2,RS63,none,Riverbed 60km / 30km,15 November 2023,,a: 800 b: 1620 c: 1350 d: 250 e: 730 f: 600 g: 540 h: 400 i: 242 j: 137 k: 180 l: 212 m: 100 n: 45 o: 20 p: 10 q: 50 r: 80 r2: 50 s: 30 t: 75 Text: Series D 100 Numerals: 60 200 Numerals: 30 135,Regulatory sign Background: white (R) Border and Roundel: red (R) Legend: black Supplementary warning signs Background: yellow/green (RF) Legend: black Border: black,https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R1-9.2-R1-Riverbed-English-Series-D.eps | https://www.nzta.govt.nz/assets/resources/traffic-control-devices-manual/sign-specifications/images/R1-9.2-R1-Riverbed-English-Series-D-non-labelled.gif,Original EPS/Regulatory/R1-9.2-R1-Riverbed-English-Series-D.eps
